LineId,Timestamp,action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser,Content,EventId,Template
736,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751797670916421049,,,,,,ArcherAX55,19900372806008855,,,internal1,10.63.44.101,1751797675,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:27:51,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008855 itime=1751797675 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:27:51 eventtime=1751797670916421049 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
737,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751797781316852709,,,,,,ArcherAX55,19900372806008851,,,internal1,10.63.44.101,1751797785,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:29:42,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008851 itime=1751797785 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:29:42 eventtime=1751797781316852709 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
738,N/A,tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1158188,,,,1751797885792903969,,,,N/A,,,19900372806008874,,,,,1751797886,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,191601344,,88.61.48.146,500,,,414888392,,,,,,vpn,,12:31:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008874 itime=1751797886 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:31:25 eventtime=1751797885792903969 tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""7014b86201d9a6c5/b23418103e57cf9f"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" duration=1158188 sentbyte=414888392 rcvdbyte=191601344 nextstat=600 advpnsc=0",E2,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" <*> user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" <*> <*> <*> nextstat=600 advpnsc=0"
739,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751797891687068969,,,,,,ArcherAX55,19900372806008856,,,internal1,10.63.44.101,1751797896,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:31:32,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008856 itime=1751797896 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:31:32 eventtime=1751797891687068969 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
740,N/A,perf-stats,,,,,,,,1/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751797922947459969,,0,0,,,,19900372806008982,,,,,1751797925,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  52, setup-rate: 0",,,,,,,,,,,,,,,0,,,,system,1158739,12:32:03,,52,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1574066183/6905841808,packets=8187323/10555770;",,,"logver=0702111740 idseq=19900372806008982 itime=1751797925 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:32:03 eventtime=1751797922947459969 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=52 disk=0 bandwidth=""1/2"" setuprate=0 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1158739 waninfo=""name=wan1,bytes=1574066183/6905841808,packets=8187323/10555770;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  52, setup-rate: 0""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: 0, memory: <*> concurrent sessions: <*> setup-rate: <*>"
741,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751798002077429469,,,,,,ArcherAX55,19900372806008842,,,internal1,10.63.44.101,1751798003,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:33:23,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008842 itime=1751798003 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:33:23 eventtime=1751798002077429469 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
742,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751798007347339029,,,,,,,19900372806008860,,,,,1751798011,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.142.6:443,,,,,,,,,,,,,,,,,,update,system,,12:33:28,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008860 itime=1751798011 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:33:28 eventtime=1751798007347339029 tz=""+0200"" logid=""0100041000"" type=""event"" subtype=""system"" level=""notice"" logdesc=""FortiGate update succeeded"" status=""update"" msg=""Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.142.6:443""",E4,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100041000"" type=""event"" subtype=""system"" level=""notice"" logdesc=""FortiGate update succeeded"" status=""update"" msg=""Fortigate scheduled update fcni=yes fdni=yes fsci=yes from <*>"
743,N/A,negotiate,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,outbound,,,,,,,1751798008193188369,CREATE_CHILD,,,N/A,,,19900372806008861,,local,,,1751798011,,notice,93.64.253.210,500,Progress IPsec phase 2,0101037129,0702111740,,,,,,progress IPsec phase 2,,,,wan1,,,,,88.61.48.146,500,OK,initiator,,,,,,success,vpn,,12:33:29,,,,,,event,+0200,,,88.61.48.146,N/A,root,IKEv2,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008861 itime=1751798011 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:33:29 eventtime=1751798008193188369 tz=""+0200"" logid=""0101037129"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""Progress IPsec phase 2"" msg=""progress IPsec phase 2"" action=""negotiate"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""7014b86201d9a6c5/b23418103e57cf9f"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" status=""success"" init=""local"" exch=""CREATE_CHILD"" dir=""outbound"" role=""initiator"" result=""OK"" version=""IKEv2"" advpnsc=0",E6,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" <*> type=""event"" subtype=""vpn"" <*> logdesc=""Progress IPsec phase <*> msg=""progress IPsec phase <*> action=""negotiate"" <*> locip=93.64.253.210 <*> <*> outintf=""wan1"" <*> <*> group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A <*> <*> <*> <*> <*> <*> <*> <*> advpnsc=0"
744,N/A,negotiate,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,HMAC_SHA1,ESP_AES,1751798008225902089,,,,N/A,,,19900372806008862,,,,,1751798011,,notice,93.64.253.210,500,Negotiate IPsec phase 2,0101037122,0702111740,,,,,,negotiate IPsec phase 2,,,,wan1,,,,,88.61.48.146,500,,initiator,,,,,,success,vpn,,12:33:29,,,,,,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008862 itime=1751798011 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:33:29 eventtime=1751798008225902089 tz=""+0200"" logid=""0101037122"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""Negotiate IPsec phase 2"" msg=""negotiate IPsec phase 2"" action=""negotiate"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""7014b86201d9a6c5/b23418103e57cf9f"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" status=""success"" role=""initiator"" esptransform=""ESP_AES"" espauth=""HMAC_SHA1"" advpnsc=0",E7,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0101037122"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""Negotiate IPsec phase 2"" msg=""negotiate IPsec phase 2"" action=""negotiate"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" <*> user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" status=""success"" role=""initiator"" esptransform=""ESP_AES"" espauth=""HMAC_SHA1"" advpnsc=0"
745,N/A,install_sa,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751798008226099009,,,,N/A,,,19900372806008863,aa9a2478,,,,1751798011,,notice,93.64.253.210,500,IPsec SA installed,0101037133,0702111740,,,,,,install IPsec SA,,,bf6e6743,wan1,,,,,88.61.48.146,500,,initiator,,,,,,,vpn,,12:33:29,,,,,,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008863 itime=1751798011 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:33:29 eventtime=1751798008226099009 tz=""+0200"" logid=""0101037133"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec SA installed"" msg=""install IPsec SA"" action=""install_sa"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""7014b86201d9a6c5/b23418103e57cf9f"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" role=""initiator"" in_spi=""aa9a2478"" out_spi=""bf6e6743"" advpnsc=0",E8,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0101037133"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec SA installed"" msg=""install IPsec SA"" action=""install_sa"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" <*> user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" role=""initiator"" <*> <*> advpnsc=0"
746,N/A,negotiate,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751798008226135569,CREATE_CHILD,,,N/A,,,19900372806008864,,local,,,1751798011,,notice,93.64.253.210,500,Progress IPsec phase 2,0101037129,0702111740,,,,,,progress IPsec phase 2,,,,wan1,,,,,88.61.48.146,500,DONE,initiator,,,,,,success,vpn,,12:33:29,,,,,,event,+0200,,,88.61.48.146,N/A,root,IKEv2,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008864 itime=1751798011 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:33:29 eventtime=1751798008226135569 tz=""+0200"" logid=""0101037129"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""Progress IPsec phase 2"" msg=""progress IPsec phase 2"" action=""negotiate"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""7014b86201d9a6c5/b23418103e57cf9f"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" status=""success"" init=""local"" exch=""CREATE_CHILD"" dir=""inbound"" role=""initiator"" result=""DONE"" version=""IKEv2"" advpnsc=0",E6,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" <*> type=""event"" subtype=""vpn"" <*> logdesc=""Progress IPsec phase <*> msg=""progress IPsec phase <*> action=""negotiate"" <*> locip=93.64.253.210 <*> <*> outintf=""wan1"" <*> <*> group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A <*> <*> <*> <*> <*> <*> <*> <*> advpnsc=0"
747,N/A,update,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751798029762332789,,,,,,,19900372806008883,,,,,1751798031,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,12:33:50,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008883 itime=1751798031 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:33:50 eventtime=1751798029762332789 tz=""+0200"" logid=""0100022813"" type=""event"" subtype=""system"" level=""notice"" logdesc=""Scanunit reloaded AV Database"" action=""update"" msg=""scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful""",E5,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100022813"" type=""event"" subtype=""system"" level=""notice"" logdesc=""Scanunit reloaded AV Database"" action=""update"" msg=""scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful"""
748,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751798112507792349,,,,,,ArcherAX55,19900372806008883,,,internal1,10.63.44.101,1751798112,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:35:12,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008883 itime=1751798112 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:35:12 eventtime=1751798112507792349 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
749,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751798222898344929,,,,,,ArcherAX55,19900372806008880,,,internal1,10.63.44.101,1751798225,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:37:03,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008880 itime=1751798225 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:37:03 eventtime=1751798222898344929 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
750,N/A,perf-stats,,,,,,,,7/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751798222957462009,,0,0,,,,19900372806008881,,,,,1751798225,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  49, setup-rate: 0",,,,,,,,,,,,,,,0,,,,system,1159039,12:37:03,,49,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1574359028/6906089068,packets=8188692/10557159;",,,"logver=0702111740 idseq=19900372806008881 itime=1751798225 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:37:03 eventtime=1751798222957462009 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=49 disk=0 bandwidth=""7/3"" setuprate=0 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1159039 waninfo=""name=wan1,bytes=1574359028/6906089068,packets=8188692/10557159;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  49, setup-rate: 0""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: 0, memory: <*> concurrent sessions: <*> setup-rate: <*>"
751,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751798333318513589,,,,,,ArcherAX55,19900372806008877,,,internal1,10.63.44.101,1751798335,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:38:53,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008877 itime=1751798335 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:38:53 eventtime=1751798333318513589 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
752,N/A,,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751798443708853809,,,,,,ArcherAX55,19900372806008848,,,internal1,10.63.44.101,1751798444,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,12:40:44,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008848 itime=1751798444 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 time=12:40:44 eventtime=1751798443708853809 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-06 <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
